有功,Idc=0.0090,,,,,,,
无功,Iq=2.0000,,,,,,,
电压,279.9,,,,,,,
5.357142857,-23.04263479,-44.2985147,-73.06930542,-24.1036122,160.9363466,-178.8942577,-11.26917478,-11.41888552
6.976744186,-23.09680674,-43.82206498,-72.92115487,-24.16890561,153.016956,179.8435892,-17.02673506,-14.92248559
9.375,-23.37087816,-43.12325971,-72.93540182,-24.29752629,141.6639767,176.034138,-25.75786457,-20.01548158
12.5,-23.98829045,-42.41306802,-73.10444328,-24.51641665,127.566487,168.5366888,-36.9697511,-26.47302426
16.66666667,-25.18584695,-41.96770864,-73.68573071,-24.88809008,110.2981529,156.3671427,-51.74664441,-34.72721548
21.42857143,-26.93432767,-42.09877659,-74.78597329,-25.40520754,93.32852304,142.2332804,-67.19976962,-43.59781271
28.57142857,-29.89542378,-43.09110694,-76.89847062,-26.31521036,73.75900715,123.901318,-86.19758018,-55.69892766
37.5,-33.56781615,-44.85448796,-79.78508006,-27.58710122,57.17673562,106.5984371,-103.7400137,-68.83119777
50,-38.17889954,-47.42445916,-83.68174717,-29.45543726,42.74705502,89.68766992,-120.2811899,-83.95354316
66.66666667,-43.43241272,-50.55705884,-88.39411563,-31.89727353,31.389632,74.57298788,-134.3894793,-99.51357868
87.5,-49.13970591,-53.95016716,-93.75182696,-34.69988249,22.82053748,61.98602768,-145.4502192,-113.791927
116.6666667,-56.75794325,-57.93674642,-101.1361347,-38.07614766,14.87247794,50.60608855,-155.9021714,-127.6650132
150,-68.00105827,-61.69993568,-112.1961641,-41.22659429,4.296223219,42.453633,-168.9710709,-138.3229266
200,-69.69468232,-66.25719542,-113.814898,-44.84831979,-161.3863748,35.28887565,23.53003264,-148.6535842
